PC1,PC2,PC3
0.409701,0.001614,-0.701155
-0.143312,0.297587,-1.223521
-0.455038,0.371374,-1.334960
1.118558,1.511223,-0.660080
2.105301,0.030758,-0.166081
1.974294,0.014000,-0.283033
0.066553,0.176205,-1.099488
1.661544,0.117779,-0.272029
1.840879,0.070645,-0.286683
1.929709,0.102426,-0.283981
-0.755682,1.287785,0.902125
-0.779926,1.248029,0.857111
-0.831374,1.211483,0.813833
-0.873018,1.165328,0.761940
-0.908966,1.134446,0.713248
-0.959393,1.112036,0.661812
-1.002440,1.070702,0.618294
-1.049798,1.025919,0.576363
2.115186,-0.154993,-0.268046
2.061618,-0.195907,-0.277019
2.012458,-0.206363,-0.271922
-1.338738,1.183107,0.298955
-1.386220,1.153494,0.250955
-1.422451,1.096802,0.213820
-1.619648,0.998432,0.010475
-1.667463,0.969326,-0.037821
-1.716021,0.941535,-0.086532
-1.767358,0.922288,-0.139645
-1.846332,0.822581,-0.218450
-0.151858,0.636362,-1.019601
-1.034807,-1.028840,-0.995677
1.124401,1.051919,0.556861
1.389941,0.595054,-0.635178
0.590874,2.012092,-0.215001
1.020146,1.450843,-0.691920
1.026849,1.405328,-0.713452
1.001869,1.335386,-0.739935
1.404434,1.524292,-0.138248
0.737189,2.037811,-0.378528
0.161223,-0.127941,-1.065432
-1.272494,-0.481938,-1.177710
-1.090343,-0.631181,-1.204125
0.864110,0.106605,-0.295218
1.598225,0.086549,-0.230741
1.721103,0.098816,-0.277702
1.881026,0.107281,-0.290291
1.972257,0.136531,-0.257018
-0.731989,1.166052,0.866011
-0.619780,0.655518,-1.150947
-0.765455,1.126777,0.829774
-0.827070,1.133783,0.772711
-1.073389,0.997361,0.519753
0.578361,0.393310,-0.494883
-0.704934,0.905297,-0.827040
0.724038,0.383215,-0.404130
1.903138,0.229257,-0.258342
-1.245626,1.112001,0.359161
-1.292965,1.106107,0.297713
-1.330552,1.076562,0.259525
-1.374074,1.037500,0.215275
-1.409087,1.025507,0.179778
-1.427604,1.053544,0.124450
-1.479426,1.055226,0.091214
-1.505858,1.074910,0.047844
-1.550802,1.061860,0.010426
-1.604307,1.047045,-0.044263
-1.657927,1.029987,-0.087022
